age,gender,job,club,sport,band,game_hrs,GPA,siblings,friends,books,meals,iphone,songs,absent,romance,study,mother,father,parents,CARD
15,F,Y,Y,N,N,1,4.3,2,1,3,3,Y,4,0,N,4,4,4,M,3
15,M,N,Y,Y,N,1,4.23,2,4,1,1,Y,1,0,N,3,5,5,M,3
16,F,N,N,Y,N,1,3.6,2,2,1,3,Y,2,8,N,2,5,4,M,3
15,F,N,Y,Y,N,1,3.95,3,4,2,4,Y,4,1,Y,2,5,5,M,3
15,F,N,Y,N,Y,1,3.5,2,1,1,20,Y,3,1,Y,1,3,5,M,3
15,M,N,Y,Y,N,3,4.3,3,2,2,1,Y,1,7,N,4,4,5,M,2
16,M,Y,Y,Y,N,5,4.2,2,3,1,1,Y,1,0,N,1,5,5,M,1
15,F,N,Y,Y,Y,1,3.2,1,2,1,1,Y,4,1,N,2,4,2,M,3
16,F,N,Y,Y,N,1,3.2,3,1,3,3,Y,1,2,N,5,4,5,M,3
16,F,N,Y,Y,N,1,3.8,3,1,3,3,Y,1,2,N,5,4,5,M,3
16,F,Y,Y,Y,Y,1,4.8,1,2,2,0,Y,2,0,N,4,5,4,M,3
15,M,Y,Y,N,N,2,3.7,1,2,1,5,N,1,1,Y,3,5,5,M,1
16,M,N,N,Y,N,1,3.8,1,2,1,10,Y,1,6,N,1,5,5,C,3
15,F,N,Y,N,Y,1,4.03,2,,1,0,Y,1,0,N,3,5,4,M,3
15,M,N,N,N,N,1,3.8,1,2,1,2,Y,2,3,N,3,5,5,M,3
15,F,N,Y,Y,N,1,3.7,1,2,1,4,Y,1,7,N,5,5,4,M,3
15,M,N,Y,Y,N,1,3.8,7,,1,0,Y,1,0,N,,4,5,M,2
16,M,N,Y,Y,N,1,3.98,6,2,1,1,N,1,2,N,2,4,4,M,3
15,M,Y,N,Y,Y,3,3.49,4,2,1,4,Y,1,1,N,1,4,2,C,1
15,F,N,N,Y,N,1,4.28,1,3,2,2,Y,3,3,N,2,4,4,M,3
16,M,N,Y,N,Y,1,3.8,2,1,1,0,N,1,1.5,N,1,4,4,M,3
15,M,N,Y,Y,Y,1,3.62,1,2,1,10,Y,1,3,N,1,4,5,M,3
16,F,N,Y,N,N,1,3.4,1,2,2,0,Y,1,0,N,5,4,4,M,2
15,F,N,Y,Y,N,1,4,2,2,2,0,Y,1,0,N,,5,5,M,2
17,F,Y,Y,N,N,1,4.2,3,2,1,6,Y,4,3,Y,2,5,5,D,2
17,F,Y,Y,N,Y,1,4.2,2,1,1,15,Y,3,2,N,1,4,4,M,3
16,F,Y,Y,N,N,1,3.8,2,1,1,0,Y,,1,Y,3,4,5,M,3
17,F,Y,Y,N,Y,1,3.5,1,2,2,10,Y,2,2,Y,2,4,5,M,3
16,M,Y,N,Y,N,1,4.1,2,1,1,2,Y,2,0,N,5,4,4,M,3
15,F,N,Y,Y,N,1,3.5,1,2,1,0,Y,1,4,Y,5,4,4,M,3
18,M,Y,Y,Y,N,2,3.2,3,1,1,5,Y,1,0,Y,1,4,5,M,1
15,F,N,Y,Y,Y,1,4.1,2,2,1,1,Y,3,1,Y,1,5,1,M,2
16,M,N,N,Y,N,1,3.8,2,4,1,10,Y,1,1,N,3,4,4,C,2
17,M,Y,Y,Y,N,3,3.8,1,2,1,12,Y,4,3,Y,1,5,4,M,2
17,M,N,N,Y,N,2,3,2,2,1,15,N,4,3,N,1,,,D,1
16,F,N,Y,Y,N,1,4.1,1,1,1,5,Y,2,1,Y,4,4,4,M,3
16,F,Y,Y,N,N,1,4.1,2,2,3,1,Y,1,0,N,,3,4,M,2
15,F,N,Y,N,N,1,3.8,3,2,3,0,Y,,1,N,1,5,5,M,3
17,M,Y,N,N,Y ,1,3.1,2,5,1,0,Y,5,1,N,1,3,3,M,2
17,M ,N,N,N,Y ,5,3.3,2,1,1,0,Y,2,0,N,0,3,3,M,1
16,M,N,N,N,Y ,3,3.3,0,2,2,0,N,1,1,N,4,4,5,M,2
16,M,N,Y,N,Y ,5,3,3,3,3,0,N,5,1,N,2,2,4,D,1
17,M,N,Y,Y,Y ,1,4.1,1,1,3,0,Y,2,1,N,4,4,5,M,1
17,F,N,Y,N,Y ,1,3.986,1,5,2,2,Y,1,0,N,2,4,4,M,1
17,M,N,N,N,t,1,2.4,3,1,1,2,N,5,0,Y,1,4,4,M,1
17,M,N,Y,Y,Y ,1,3.4,3,2,2,0,Y,2,1,Y,1,4,4,M,2
15,F,N,Y,Y,Y ,1,4.417,1,2,1,5,N,2,1,Y,5,4,5,M,2
17,F,N,Y,N,Y ,1,4.3,2,5,1,2,Y,1,1,N,3,5,5,M,2
18,M,N,Y,N,Y ,1,3.9,1,2,1,5,Y,3,1,Y,2,4,4,M,2
18,M,Y,N,N,Y ,5,2.3,2,3,1,10,N,1,1,N,1,4,4,D,1
16,F,N,Y,N,Y ,1,3.9,4,1,2,0,Y,2,0,Y,1,4,2,D,3
16,F,Y,Y,Y,Y ,2,3.7,3,2,3,5,Y,1,1,N,3,4,4,M,2
16,M,Y,N,N,Y ,5,3,2,3,3,7,Y,1,0,N,2,4,4,M,1
15,M,N,N,N,Y ,1,3.9,0,3,2,4,Y,2,0,N,2,4,5,M,2
16,F,N,Y,N,Y ,1,3.7,0,2,1,1,N,2,0,N,5,4,5,M,3
16,M,N,N,N,N,5,2,7,1,1,0,N,2,3,N,1,1,1,C,1
15,M,Y,Y,N,Y ,5,2.4,1,2,4,6,N,4,2,N,1,3,1,M,3
15,M,Y,Y,N,Y ,1,4.5,1,1,1,0,Y,1,0,N,4,5,5,M,2
17,F,N,N,N,Y ,1,3.7,1,1,2,0,N,1,1,N,5,4,5,M,2
17,M,Y,Y,N,Y ,5,3,0,3,0,8,Y,2,1,Y,1,4,1,C,3
18,M,N,Y,N,Y ,1,4.2,1,2,2,0,Y,2,0,N,3,4,,D,1
17,F,Y,Y,Y,Y ,1,3.1,1,1,2,16,Y,3,2,N,1,5,2,M,3
16,M,N,N,Y,Y ,1,3.96,1,2,1,6,Y,2,0,N,3,4,4,D,3
16,M,N,Y,Y,Y ,2,4.24,2,2,1,4,N,3,0,N,3,4,4,D,1
16,M,N,Y,N,Y ,4,4.2,1,1,3,0,Y,1,0,N,2,5,4,D,1
16,M,N,Y,N,Y ,5,3.78,2,3,1,2,N,1,0,Y,1,5,4,M,2
15,M,Y,Y,Y,Y ,2,4.3,10,3,3,12,Y,3,6,N,5,4,5,M,2
17,M,Y,Y,Y,Y ,3,4.7,3,3,1,5,Y,2,1,N,1,4,4,M,1
17,M,Y,N,Y,Y ,1,3.6,2,1,1,5,Y,1,0,N,1,3,3,M,3
16,F,N,Y,Y,Y ,1,3.7,1,2,2,0,N,2,2,N,4,4,,C,2
15,F,Y,Y,Y,Y ,1,4.38,1,2,2,0,Y,1,1,N,4,5,5,M,1
17,M,N,Y,N,Y ,1,4,1,3,2,2,N,1,2,N,2,4,5,M,2
16,F,N,Y,Y,Y ,1,,,,1,1,Y,3,,,4,,,,2
17,M,N,N,Y,Y ,3,3.5,1,1,2,0,Y,2,1,N,4,4,3,M,1
17,F,N,Y,Y,Y ,1,4,2,2,1,2,Y,1,1,Y,3,4,4,M,3
17,M,Y,N,Y,N,1,3.1,2,5,1,,Y,1,4,N,5,5,5,M,2
16,M,Y,Y,N,Y ,1,,2,2,3,5,N,1,1,N,1,4,4,M,1
17,F,N,Y,Y,Y ,1,3.2,4,2,1,5,Y,1,1,N,1,3,3,M,3
16,M,Y,Y,Y,N,3,3.7,1,2,2,5,N,1,1,N,3,4,5,M,1
17,M,Y,Y,N,Y ,1,3.75,3,4,2,15,Y,5,1,N,1,4,5,M,3
17,F,Y,Y,N,N,1,4,3,2,2,2,Y,4,1,N,1,5,5,D,2
16,F,N,Y,Y,N,1,4,2,2,1,1,Y,3,0,N,4,5,5,M,2
17,F,Y,Y,Y,N,1,4.3,4,2,2,3,Y,1,5,N,2,4,4,M,3
16,F,N,Y,Y,N,1,4,2,2,0,0,Y,1,0,N,3,5,5,M,2
17,M,N,Y,N,N,1,3.25,1,4,2,0,Y,2,0,N,5,5,5,M,1
16,F,N,Y,Y,Y ,1,4.27,2,2,2,10,N,1,2,N,5,4,4,M,3
18,M,N,Y,Y,N,1,4.1,2,1,1,15,N,2,5,Y,1,5,5,M,2
17,M,N,Y,N,Y ,4,,1,2,1,0,N,5,1,N,4,5,5,M,1
17,M,Y,Y,Y,Y ,3,4.43,3,3,1,10,Y,1,0,N,2,4,4,M,1
18,F,N,Y,N,Y ,1,4.87,1,2,2,2,Y,2,2,N,3,5,5,M,2
17,M,Y,Y,N,N,2,3.2,3,2,1,11,Y,0,3,N,1,4,4,D,3
18,M,N,Y,Y,Y ,4,4.8,2,2,1,8,N,4,0,N,5,4,4,M,1
16,F,N,Y,N,Y ,1,4.5,2,,3,10,Y,1,1,Y,3,4,5,M,3
16,M,N,Y,Y,N,1,4.4,2,2,2,1,Y,2,0,N,4,4,5,M,1
17,F,N,Y,N,N,1,,1,2,1,0,Y,2,,N,,,,,3
17,F,Y,Y,N,Y ,1,4.7,3,3,3,0,N,4,2,Y,3,4,5,M,2
16,F,N,Y,Y,N,1,4.18,3,4,1,1,Y,2,1,N,5,4,5,M,3
16,M,Y,Y,Y,N,4,4.2,2,2,1,10,Y,1,1,N,4,4,5,M,1
15,M,N,Y,Y,Y ,1,4.643,1,2,2,0,N,1,0,N,1,5,5,M,2
18,F,Y,Y,Y,N,1,4,0,2,2,2,Y,2,5,N,3,5,5,M,2
17,F,Y,Y,N,N,1,3.4,2,2,2,12,Y,2,2,N,3,5,5,D,3
16,F,Y,Y,N,Y ,1,4.167,3,2,1,4,Y,1,1,N,4,4,5,M,3
15,F,N,Y,Y,N,1,3.89,2,2,1,2,Y,1,1,Y,4,4,4,M,3
16,F,Y,Y,Y,Y ,1,3.6,2,1,2,2,Y,1,1,Y,2,4,4,M,3
17,F,N,Y,Y,N,1,3.4,2,2,2,0,N,4,1,N,2,5,4,D,1
17,M,N,Y,Y,N,2,3.6,3,2,1,1,Y,1,1,N,2,4,4,M,1
16,F,Y,Y,Y,N,1,4.3,2,2,2,25,Y,3,4,N,4,3,2,D,3
16,M,N,N,Y,N,3,3.2,2,2,1,1,Y,3,2,N,2,2,4,D,1
17,M,N,Y,Y,Y ,3,3,3,2,1,40,Y,2,1,N,2,4,4,M,3
17,F,N,Y,Y,Y ,1,3.3,4,3,1,7,Y,5,2,Y,2,4,5,M,2
16,F,N,Y,N,N,1,4,2,2,2,2,Y,2,0,N,3,4,4,M,3
17,M,Y,N,Y,N,5,3.3,2,2,1,4,Y,3,1,N,3,5,4,D,1
17,M,Y,Y,N,N,3,3.7,2,2,1,15,Y,3,0,N,1,4,4,D,3
16,M,Y,N,N,N,5,3,2,2,2,0,Y,5,0,N,1,4,1,M,1
16,F,N,Y,Y,Y ,1,4.25,3,2,3,0,Y,1,1,N,4,4,5,M,2
17,M,Y,Y,N,Y ,1,4,1,1,1,5,Y,1,3,Y,1,4,4,M,1
16,M,Y,Y,N,Y ,5,3.2,1,3,1,5,Y,1,3,N,,4,4,M,3
14,F,N,Y,N,Y ,5,3.65,1,1,1,0,Y,2,0,N,3,5,5,M,2
16,F,Y,Y,N,Y ,5,3,4,2,1,0,N,5,0,Y,1,4,3,M,2
15,M,N,Y,Y,Y ,2,4.3,1,2,1,0,Y,1,0,N,2,4,4,D,1
15,F,N,Y,N,Y ,1,3.5,2,2,3,20,Y,5,1,Y,2,3,5,M,3
15,F,Y,N,N,Y ,1,4.1,2,1,1,0,Y,5,2,N,2,4,4,D,3
16,M,N,Y,Y,N,4,3.4,2,3,1,0,Y,1,2,N,3,3,4,M,1
16,F,Y,N,Y,N,1,3.3,1,1,1,3,Y,2,1,Y,1,3,3,D,3
16,F,Y,Y,Y,N,1,3.2,5,2,1,2,Y,2,3,N,3,4,4,M,3
15,M,Y,Y,N,Y ,1,3.98,1,1,2,0,Y,1,6,N,2,4,4,M,2
16,F,N,Y,Y,Y ,1,3.1,1,1,4,2,Y,1,2,N,5,4,4,M,3
15,M,Y,Y,N,Y ,1,3.7,4,4,1,10,Y,2,6,N,4,4,4,M,2
16,M,N,N,Y,Y ,3,3,2,2,1,0,Y,1,0,N,1,3,4,D,1
15,M,N,Y,Y,Y ,4,3.4,1,3,1,5,Y,1,0,N,1,4,5,M,1
16,M,N,Y,N,Y ,5,3.1,2,1,4,0,Y,1,0,N,5,4,5,M,1
16,M,Y,Y,Y,Y ,3,3.8,3,5,2,10,Y,2,0,N,2,4,5,M,1
16,M,N,Y,N,Y ,1,3.7,1,1,3,0,N,1,0,N,5,5,5,M,2
16,M,N,N,Y,Y ,3,4.1,1,2,4,2,Y,1,1,N,3,5,4,D,1
15,M,N,Y,N,Y ,5,3.4,2,2,1,6,N,1,1,N,2,5,5,M,1
15,M,N,N,Y,Y ,1,3.7,1,3,2,1,N,2,0,N,2,4,4,M,1
15,M,Y,N,Y,N,2,3.6,3,3,1,0,N,,2,N,3,,,,1
15,F,N,Y,N,Y ,1,3.75,0,2,5,0,N,1,1,N,3,4,4,M,2
17,F,Y,Y,N,N,1,3.95,4,3,1,3,N,0,2,N,2,2,5,M,2
16,F,N,Y,Y,N,1,4.2,1,3,2,0,Y,1,2,N,3,5,4,M,3
15,F,Y,N,N,N,1,4.3,1,2,2,4,Y,3,0,N,2,4,5,M,3
15,F,N,Y,Y,Y ,1,4,3,2,1,0,N,2,0,N,2,4,2,D,1
15,F,N,Y,N,Y ,1,3.9,1,2,5,2,N,3,1,Y,3,5,5,M,2
15,F,N,N,Y,Y ,1,3.5,1,3,2,0,Y,1,2,N,1,5,4,M,2
16,F,N,N,N,Y ,1,2.3,1,3,2,1,Y,4,2,N,1,3,4,M,3
17,F,Y,Y,N,Y ,1,4.7,3,3,2,3,Y,1,1,Y,3,4,4,M,3
18,M,N,N,N,Y ,1,3.1,1,1,1,10,N,1,0,Y,1,5,5,M,2
15,F,N,Y,Y,Y ,5,3.9,1,3,1,5,Y,2,1,N,5,5,5,M,3
18,M,N,Y,M,Y ,1,3.2,4,2,2,5,Y,2,0,Y,2,2,4,C,1
16,M,N,N,Y,Y ,1,3.5,1,1,1,5,Y,3,0,Y,2,4,2,,2
16,M,Y,Y,Y,N,1,4.7,3,,1,3,Y,1,1,N,2,4,3,M,1
15,M,N,Y,N,N,2,3.3,1,1,2,0,Y,2,0,N,2,4,3,D,1
16,M,Y,Y,N,Y ,3,4.1,1,1,2,3,Y,1,1,N,1,4,5,M,3
15,M,N,N,Y,N,1,,3,2,1,,Y,0,1,N,2,,,,1
16,F,N,Y,N,N,1,3,1,2,2,3,Y,,2,N,2,2,4,D,3
17,F,Y,Y,Y,Y ,4,2.78,1,2,1,0,Y,1,4,Y,1,5,4,M,2
16,F,Y,Y,Y,Y ,1,4.39,4,1,1,2,Y,1,0,N,2,5,2,C,3
17,M,Y,Y,Y,N,1,4.67,1,2,2,1,N,2,0,N,4,4,5,M,2
17,M,Y,Y,N,Y ,2,4.7,2,2,2,0,N,5,0,N,4,5,5,M,1
17,F,N,Y,Y,Y ,1,3.7,2,,2,1,Y,1,0,N,4,4,4,M,3
17,F,Y,Y,N,Y ,1,3.8,2,2,1,5,Y,1,0,N,,2,5,M,3
18,F,N,Y,N,Y ,1,4.67,1,3,2,0,Y,1,0,N,3,3,2,M,3
17,F,Y,Y,N,Y ,1,4.4,2,4,2,4,Y,1,1,N,4,5,5,M,2
17,F,N,Y,N,Y ,2,4.8,1,1,1,0,Y,1,2,N,1,5,5,M,2
17,M,Y,Y,N,Y ,1,3.8,1,2,1,15,Y,2,0,N,3,5,4,M,3
17,M,N,Y,Y,N,1,3.5,2,2,1,9,Y,4,2,N,1,4,5,M,3
18,M,Y,Y,Y,N,1,3.9,1,2,1,4,Y,1,0,N,1,4,5,M,3
17,M,Y,N,N,N,1,3.6,2,1,1,0,N,4,0,N,3,4,5,M,2
18,F,Y,Y,N,N,1,3.8,1,5,1,5,Y,1,2,Y,2,5,2,M,3
15,M,N,N,N,N,5,3.2,2,2,1,1,Y,2,0,N,2,4,4,M,1
18,M,N,N,N,N,1,4,2,1,1,5,Y,2,5,N,1,4,4,M,3
17,F,N,N,Y,N,1,,1,1,1,0,Y,1,1,N,4,5,5,M,3
16,F,N,N,N,N,1,2.9,3,2,1,10,Y,5,4,Y,1,4,4,M,2
15,M,N,N,Y,N,1,2.5,1,2,1,3,N,4,1,N,2,5,5,M,2
16,F,N,Y,Y,N,1,3.5,2,5,1,21,Y,4,1,N,4,4,4,M,3
17,M,N,Y,Y,N,1,3.7,1,3,1,2,Y,4,2,N,5,4,4,C,1
16,F,N,N,N,N,1,3.78,2,1,1,10,Y,2,5,N,4,2,4,M,3
16,M,N,Y,Y,N,1,4.2,2,1,1,15,Y,2,1,Y,3,5,4,M,3
16,M,N,Y,Y,N,1,3.833,1,1,1,12,Y,2,1,N,3,4,4,D,3
17,M,Y,N,Y,N,1,4.4,1,4,1,4,N,1,0,N,1,4,4,M,1
17,F,N,Y,N,N,1,3.5,2,2,1,10,Y,2,0,N,3,4,4,M,2
17,M,Y,N,Y,N,1,3.5,2,2,1,1,N,3,0,N,2,4,4,M,2
18,M,Y,Y,Y,N,1,3.3,5,1,1,5,Y,4,7,Y,5,4,2,M,1
17,F,Y,Y,Y,N,1,4.1,2,2,1,10,Y,3,1,N,2,4,5,M,3
18,M,N,N,Y,N,2,3.3,2,2,1,5,Y,1,1,N,1,4,4,C,2
18,M,N,Y,Y,N,2,4.6,1,2,1,0,Y,1,3,N,1,5,5,M,2
16,M,N,Y,N,N,0,5,1,0,0,0,N,0,1,N,0,5,5,M,1
17,F,Y,N,N,N,1,3.8,3,2,2,8,Y,1,1,N,3,4,3,M,3
17,F,N,Y,N,N,1,4,3,3,3,3,Y,2,3,N,4,4,5,D,2
14,F,N,N,N,N,1,3.4,5,2,1,15,Y,3,4,N,1,2,3,D,3
16,M,N,Y,Y,N,1,3.5,2,1,1,5,Y,1,0,Y,3,4,4,M,3
16,M,N,Y,Y,Y,3,3.743,4,2,1,2,N,1,2,N,4,3,4,M,1
17,M,N,Y,Y,N,1,4.2,1,1,2,3,Y,1,1,N,1,5,5,M,1
15,F,N,Y,Y,Y,1,4.28,2,1,1,0,Y,1,0,N,1,5,4,D,3
17,M,Y,N,N,N,1,2.9,1,1,1,6,Y,2,0,N,1,2,2,M,1
15,F,N,Y,Y,N,1,4.25,1,1,5,1,Y,2,1,N,1,4,5,M,2
15,F,N,Y,N,Y,1,4.033,3,2,1,3,Y,1,1,N,1,5,4,M,3
16,F,Y,Y,Y,N,1,4,2,2,2,2,Y,2,5,N,3,5,5,M,3
16,M,N,Y,Y,N,1,3.241,1,2,1,10,Y,3,1,N,1,5,5,M,2
16,M,N,Y,Y,N,1,3.66,2,2,2,0,Y,1,0,N,1,5,4,M,2
15,F,N,Y,Y,Y,1,3.986,2,3,1,5,N,1,1,N,2,4,2,C,3
16,F,N,Y,Y,Y,1,3.3,4,2,1,0,Y,1,1,N,5,4,4,D,2
16,M,N,Y,Y,N,1,3.3,4,1,1,6,Y,2,0,N,1,4,4,M,3
17,M,Y,Y,N,N,5,3.2,0,2,1,6,N,5,1,N,1,2,3,D,2
15,F,N,Y,N,Y,1,4.1,1,3,2,2,N,1,1,N,2,5,5,M,3
17,F,N,N,N,N,1,2,3,1,1,2,Y,1,0,Y,1,4,2,M,3
14,F,N,Y,Y,Y,1,3.2,2,2,2,1,Y,1,0,Y,1,5,5,M,1
15,M,N,N,N,N,1,3.5,3,2,1,0,N,1,0.5,N,1,5,5,M,1
16,M,N,Y,Y,N,1,3.6,2,2,1,2,Y,4,1.5,Y,1,4,5,M,3
15,M,Y,Y,N,N,1,3.467,1,2,2,1,Y,2,0,N,1,4,4,M,1
14,F,N,N,Y,N,2,3.9,3,1,2,5,Y,2,1,N,3,4,5,M,2
15,F,N,N,Y,N,1,2.8,1,5,1,2,Y,3,0,N,1,5,4,D,2
16,F,N,N,Y,N,1,2.2,4,1,1,2,N,1,2,Y,1,5,4,M,3
15,Y,N,Y,Y,Y,3,3.743,0,1,1,3,Y,2,14,N,3,4,1,D,2
15,F,N,Y,Y,N,1,3.2,2,1,1,10,Y,2,2,N,1,4,4,M,3
14,M,N,Y,Y,N,1,3.9,2,1,1,8,Y,1,4,N,1,5,5,M,2
16,M,Y,Y,N,Y,1,4.3,4,2,3,5,Y,2,0,N,3,5,4,M,2
15,F,N,Y,Y,N,1,3.9,1,5,2,0,Y,1,3,N,2,4,4,D,3
15,F,Y,Y,N,Y,1,,1,1,2,4,Y,2,1,N,4,5,5,C,2
14,F,Y,Y,Y,Y,2,3.971,1,1,5,3,N,3,0.5,N,3,4,4,M,1
14,M,N,Y,N,Y,5,3.7,3,1,1,0,N,1,0,N,1,4,1,D,1
15,M,N,Y,N,N,1,4.857,1,3,3,10,Y,1,0.5,Y,3,5,5,M,1
14,M,N,Y,N,Y,5,4.417,1,2,1,0,Y,1,0,N,1,4,4,M,1
15,M,Y,Y,Y,N,1,3.65,1,5,1,2,Y,2,8,N,3,4,3,M,2
16,M,N,Y,Y,N,4,4.1,2,5,1,1,Y,2,2,N,4,4,5,D,2
15,M,N,Y,Y,N,2,4.5,2,5,1,0,Y,2,2,N,4,5,5,M,2
15,F,Y,N,N,N,1,4.2,2,2,2,2,Y,3,1,N,3,4,4,M,2
16,F,N,Y,Y,N,1,3.4,3,2,1,10,Y,3,2,N,1,3,5,M,3
16,F,N,Y,Y,N,1,4.25,2,2,1,3,Y,4,1,N,5,4,4,M,3
15,F,Y,Y,Y,N,1,4.167,3,2,3,0,Y,1,1.5,N,4,4,5,M,3
14,F,Y,Y,N,Y,1,3.983,3,2,1,1,Y,2,1,N,5,5,5,M,2
14,F,N,Y,Y,N,1,4.145,3,3,5,0,Y,4,0,N,1,4,4,M,3
15,F,N,N,N,Y,1,3.6,3,1,2,1,Y,1,1,N,3,3,1,C,2
17,F,Y,Y,Y,Y,1,4.1,1,1,2,0,Y,1,3,N,2,4,5,M,2
16,F,N,Y,Y,N,1,4.5,1,3,1,4,Y,3,4,N,5,4,4,M,3
15,M,N,Y,Y,Y,1,3.95,1,5,2,2,Y,1,0,N,3,5,4,M,1
14,F,N,Y,N,N,1,4,2,2,1,0,Y,1,1,N,2,4,4,M,2
14,F,N,N,Y,Y,1,4.176,3,1,4,2,Y,3,1,N,5,4,4,M,1
13,M,N,Y,N,Y,2,4.3,1,3,2,0,N,1,2,N,5,4,5,M,1
14,F,N,Y,N,N,1,4.286,1,2,2,1,Y,1,0,N,3,5,5,M,3
15,F,N,Y,Y,N,1,4.5,4,1,4,3,Y,2,1,N,4,4,4,C,2
14,F,N,N,Y,N,1,3.7,4,,1,,Y,1,1,N,3,4,3,C,3
15,M,N,Y,Y,N,3,4.4,1,2,1,1,Y,2,0,N,3,4,5,M,3
15,F,N,Y,N,N,1,3.4,3,,,,Y,,,N,4,4,4,M,3
17,M,Y,Y,Y,Y,5,3.6,0,1,1,0,N,1,0,N,2,4,4,M,1
17,M,Y,Y,N,Y,5,4.5,2,2,2,10,N,2,1,N,2,4,5,M,1
16,M,Y,N,N,Y,1,3.5,1,3,1,4,Y,2,0,Y,2,4,5,M,2
17,M,Y,Y,Y,Y,4,4.3,3,2,2,0,Y,1,1,N,4,4,5,M,2
